Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Tue, Dec 26, 2017",8:00p,Chicago Bulls,115,Milwaukee Bucks,106,Box Score,,"18,717",
"Tue, Dec 26, 2017",8:30p,Brooklyn Nets,97,San Antonio Spurs,109,Box Score,,"18,492",
"Tue, Dec 26, 2017",9:00p,Utah Jazz,83,Denver Nuggets,107,Box Score,,"17,104",
"Tue, Dec 26, 2017",9:00p,Memphis Grizzlies,97,Phoenix Suns,99,Box Score,,"17,105",
"Tue, Dec 26, 2017",10:30p,Sacramento Kings,95,Los Angeles Clippers,122,Box Score,,"16,393",
"Wed, Dec 27, 2017",7:00p,Boston Celtics,102,Charlotte Hornets,91,Box Score,,"19,611",
"Wed, Dec 27, 2017",7:00p,Dallas Mavericks,98,Indiana Pacers,94,Box Score,,"17,923",
"Wed, Dec 27, 2017",7:30p,Washington Wizards,99,Atlanta Hawks,113,Box Score,,"15,763",
"Wed, Dec 27, 2017",8:00p,New York Knicks,87,Chicago Bulls,92,Box Score,,"21,883",
"Wed, Dec 27, 2017",8:00p,Denver Nuggets,125,Minnesota Timberwolves,128,Box Score,OT,"18,978",
"Wed, Dec 27, 2017",8:00p,Brooklyn Nets,113,New Orleans Pelicans,128,Box Score,,"16,707",
"Wed, Dec 27, 2017",8:00p,Toronto Raptors,107,Oklahoma City Thunder,124,Box Score,,"18,203",
"Wed, Dec 27, 2017",10:00p,Cleveland Cavaliers,95,Sacramento Kings,109,Box Score,,"17,583",
"Wed, Dec 27, 2017",10:30p,Utah Jazz,101,Golden State Warriors,126,Box Score,,"19,596",
"Wed, Dec 27, 2017",10:30p,Memphis Grizzlies,109,Los Angeles Lakers,99,Box Score,,"18,997",
"Thu, Dec 28, 2017",7:00p,Detroit Pistons,89,Orlando Magic,102,Box Score,,"18,846",
"Thu, Dec 28, 2017",8:00p,Houston Rockets,98,Boston Celtics,99,Box Score,,"18,624",
"Thu, Dec 28, 2017",8:00p,Minnesota Timberwolves,96,Milwaukee Bucks,102,Box Score,,"18,717",
"Thu, Dec 28, 2017",8:30p,New York Knicks,107,San Antonio Spurs,119,Box Score,,"18,935",
"Thu, Dec 28, 2017",10:30p,Philadelphia 76ers,110,Portland Trail Blazers,114,Box Score,,"20,104",
"Fri, Dec 29, 2017",7:00p,Houston Rockets,103,Washington Wizards,121,Box Score,,"20,356",
"Fri, Dec 29, 2017",7:30p,Atlanta Hawks,98,Toronto Raptors,111,Box Score,,"19,800",
"Fri, Dec 29, 2017",8:00p,Indiana Pacers,107,Chicago Bulls,119,Box Score,,"21,178",
"Fri, Dec 29, 2017",8:00p,Brooklyn Nets,111,Miami Heat,87,Box Score,,"19,600",
"Fri, Dec 29, 2017",8:00p,Dallas Mavericks,128,New Orleans Pelicans,120,Box Score,,"16,878",
"Fri, Dec 29, 2017",8:00p,Milwaukee Bucks,97,Oklahoma City Thunder,95,Box Score,,"18,203",
"Fri, Dec 29, 2017",10:00p,Phoenix Suns,111,Sacramento Kings,101,Box Score,,"17,583",
"Fri, Dec 29, 2017",10:30p,Charlotte Hornets,111,Golden State Warriors,100,Box Score,,"19,596",
"Fri, Dec 29, 2017",10:30p,Los Angeles Clippers,121,Los Angeles Lakers,106,Box Score,,"18,997",
"Sat, Dec 30, 2017",7:00p,San Antonio Spurs,79,Detroit Pistons,93,Box Score,,"19,671",
"Sat, Dec 30, 2017",7:00p,New York Knicks,105,New Orleans Pelicans,103,Box Score,,"16,947",
"Sat, Dec 30, 2017",7:00p,Miami Heat,117,Orlando Magic,111,Box Score,,"18,846",
"Sat, Dec 30, 2017",7:30p,Portland Trail Blazers,89,Atlanta Hawks,104,Box Score,,"15,877",
"Sat, Dec 30, 2017",8:00p,Cleveland Cavaliers,101,Utah Jazz,104,Box Score,,"18,306",
"Sat, Dec 30, 2017",8:30p,Memphis Grizzlies,128,Golden State Warriors,141,Box Score,,"19,596",
"Sat, Dec 30, 2017",9:00p,Philadelphia 76ers,107,Denver Nuggets,102,Box Score,,"19,599",
"Sun, Dec 31, 2017",3:30p,Chicago Bulls,110,Washington Wizards,114,Box Score,,"20,356",
"Sun, Dec 31, 2017",5:00p,Minnesota Timberwolves,107,Indiana Pacers,90,Box Score,,"17,923",
"Sun, Dec 31, 2017",5:30p,Brooklyn Nets,105,Boston Celtics,108,Box Score,,"18,624",
"Sun, Dec 31, 2017",7:00p,Los Angeles Lakers,142,Houston Rockets,148,Box Score,2OT,"18,179",
"Sun, Dec 31, 2017",7:00p,Charlotte Hornets,98,Los Angeles Clippers,106,Box Score,,"17,348",
"Sun, Dec 31, 2017",7:00p,Dallas Mavericks,116,Oklahoma City Thunder,113,Box Score,,"18,203",
"Sun, Dec 31, 2017",7:00p,Memphis Grizzlies,114,Sacramento Kings,96,Box Score,,"17,583",
"Sun, Dec 31, 2017",8:00p,Philadelphia 76ers,123,Phoenix Suns,110,Box Score,,"16,983",
"Mon, Jan 1, 2018",7:30p,Orlando Magic,95,Brooklyn Nets,98,Box Score,,"16,164",
"Mon, Jan 1, 2018",7:30p,Milwaukee Bucks,127,Toronto Raptors,131,Box Score,OT,"19,800",
"Mon, Jan 1, 2018",8:00p,Portland Trail Blazers,124,Chicago Bulls,120,Box Score,OT,"20,860",
"Mon, Jan 1, 2018",8:00p,Los Angeles Lakers,96,Minnesota Timberwolves,114,Box Score,,"18,978",
"Tue, Jan 2, 2018",7:00p,Portland Trail Blazers,110,Cleveland Cavaliers,127,Box Score,,"20,562",
"Tue, Jan 2, 2018",7:30p,San Antonio Spurs,100,New York Knicks,91,Box Score,,"19,812",
"Tue, Jan 2, 2018",9:00p,Atlanta Hawks,103,Phoenix Suns,104,Box Score,,"15,921",
"Tue, Jan 2, 2018",10:00p,Charlotte Hornets,131,Sacramento Kings,111,Box Score,,"17,583",
"Tue, Jan 2, 2018",10:30p,Memphis Grizzlies,105,Los Angeles Clippers,113,Box Score,,"15,711",
"Wed, Jan 3, 2018",7:00p,Houston Rockets,116,Orlando Magic,98,Box Score,,"18,588",
"Wed, Jan 3, 2018",7:00p,San Antonio Spurs,106,Philadelphia 76ers,112,Box Score,,"20,642",
"Wed, Jan 3, 2018",7:00p,New York Knicks,103,Washington Wizards,121,Box Score,,"17,206",
"Wed, Jan 3, 2018",7:30p,Minnesota Timberwolves,97,Brooklyn Nets,98,Box Score,,"16,215",
"Wed, Jan 3, 2018",7:30p,Detroit Pistons,104,Miami Heat,111,Box Score,,"19,600",
"Wed, Jan 3, 2018",8:00p,Cleveland Cavaliers,88,Boston Celtics,102,Box Score,,"18,624",
"Wed, Jan 3, 2018",8:00p,Toronto Raptors,124,Chicago Bulls,115,Box Score,,"20,056",
"Wed, Jan 3, 2018",8:00p,Indiana Pacers,101,Milwaukee Bucks,122,Box Score,,"15,613",
"Wed, Jan 3, 2018",8:30p,Golden State Warriors,125,Dallas Mavericks,122,Box Score,,"20,212",
"Wed, Jan 3, 2018",9:00p,Phoenix Suns,111,Denver Nuggets,134,Box Score,,"14,079",
"Wed, Jan 3, 2018",9:00p,New Orleans Pelicans,108,Utah Jazz,98,Box Score,,"18,306",
"Wed, Jan 3, 2018",10:30p,Oklahoma City Thunder,133,Los Angeles Lakers,96,Box Score,,"18,997",
"Thu, Jan 4, 2018",8:00p,Golden State Warriors,124,Houston Rockets,114,Box Score,,"18,055",
"Thu, Jan 4, 2018",10:30p,Oklahoma City Thunder,127,Los Angeles Clippers,117,Box Score,,"19,068",
"Fri, Jan 5, 2018",7:00p,Minnesota Timberwolves,84,Boston Celtics,91,Box Score,,"18,624",
"Fri, Jan 5, 2018",7:00p,Detroit Pistons,78,Philadelphia 76ers,114,Box Score,,"20,592",
"Fri, Jan 5, 2018",8:00p,New York Knicks,103,Miami Heat,107,Box Score,OT,"19,600",
"Fri, Jan 5, 2018",8:00p,Toronto Raptors,129,Milwaukee Bucks,110,Box Score,,"18,717",
"Fri, Jan 5, 2018",8:30p,Chicago Bulls,127,Dallas Mavericks,124,Box Score,,"20,073",
"Fri, Jan 5, 2018",8:30p,Phoenix Suns,89,San Antonio Spurs,103,Box Score,,"18,501",
"Fri, Jan 5, 2018",9:00p,Utah Jazz,91,Denver Nuggets,99,Box Score,,"15,557",
"Fri, Jan 5, 2018",9:30p,Washington Wizards,102,Memphis Grizzlies,100,Box Score,,"16,988",
"Fri, Jan 5, 2018",10:00p,Atlanta Hawks,89,Portland Trail Blazers,110,Box Score,,"19,393",
"Fri, Jan 5, 2018",10:30p,Charlotte Hornets,108,Los Angeles Lakers,94,Box Score,,"18,997",
"Sat, Jan 6, 2018",3:30p,Golden State Warriors,121,Los Angeles Clippers,105,Box Score,,"19,068",
"Sat, Jan 6, 2018",6:00p,Boston Celtics,87,Brooklyn Nets,85,Box Score,,"17,732",
"Sat, Jan 6, 2018",7:00p,Houston Rockets,101,Detroit Pistons,108,Box Score,,"18,046",
"Sat, Jan 6, 2018",7:00p,Chicago Bulls,86,Indiana Pacers,125,Box Score,,"17,923",
"Sat, Jan 6, 2018",7:00p,Cleveland Cavaliers,131,Orlando Magic,127,Box Score,,"18,997",
"Sat, Jan 6, 2018",8:00p,Milwaukee Bucks,110,Washington Wizards,103,Box Score,,"18,762",
"Sat, Jan 6, 2018",9:00p,New Orleans Pelicans,98,Minnesota Timberwolves,116,Box Score,,"18,978",
"Sat, Jan 6, 2018",10:00p,Denver Nuggets,98,Sacramento Kings,106,Box Score,,"17,583",
"Sun, Jan 7, 2018",3:30p,Utah Jazz,102,Miami Heat,103,Box Score,,"19,600",
"Sun, Jan 7, 2018",7:00p,New York Knicks,100,Dallas Mavericks,96,Box Score,,"20,171",
"Sun, Jan 7, 2018",8:00p,Oklahoma City Thunder,100,Phoenix Suns,114,Box Score,,"18,055",
"Sun, Jan 7, 2018",9:00p,San Antonio Spurs,110,Portland Trail Blazers,111,Box Score,,"19,393",
"Sun, Jan 7, 2018",9:30p,Atlanta Hawks,113,Los Angeles Lakers,132,Box Score,,"18,997",
"Mon, Jan 8, 2018",7:00p,Milwaukee Bucks,96,Indiana Pacers,109,Box Score,,"14,670",
"Mon, Jan 8, 2018",7:30p,Toronto Raptors,114,Brooklyn Nets,113,Box Score,OT,"13,681",
"Mon, Jan 8, 2018",8:00p,Houston Rockets,116,Chicago Bulls,107,Box Score,,"17,462",
"Mon, Jan 8, 2018",8:00p,Cleveland Cavaliers,99,Minnesota Timberwolves,127,Box Score,,"18,978",
"Mon, Jan 8, 2018",8:00p,Detroit Pistons,109,New Orleans Pelicans,112,Box Score,,"12,874",
"Mon, Jan 8, 2018",10:00p,San Antonio Spurs,107,Sacramento Kings,100,Box Score,,"17,583",
"Mon, Jan 8, 2018",10:30p,Denver Nuggets,114,Golden State Warriors,124,Box Score,,"19,596",
"Mon, Jan 8, 2018",10:30p,Atlanta Hawks,107,Los Angeles Clippers,108,Box Score,,"14,624",
"Tue, Jan 9, 2018",7:30p,Miami Heat,90,Toronto Raptors,89,Box Score,,"19,800",
"Tue, Jan 9, 2018",8:00p,Portland Trail Blazers,117,Oklahoma City Thunder,106,Box Score,,"18,203",
"Tue, Jan 9, 2018",8:30p,Orlando Magic,99,Dallas Mavericks,114,Box Score,,"19,306",
"Tue, Jan 9, 2018",10:30p,Sacramento Kings,86,Los Angeles Lakers,99,Box Score,,"18,997",
"Wed, Jan 10, 2018",7:00p,Dallas Mavericks,115,Charlotte Hornets,111,Box Score,,"14,462",
"Wed, Jan 10, 2018",7:00p,Miami Heat,114,Indiana Pacers,106,Box Score,,"14,540",
"Wed, Jan 10, 2018",7:00p,Utah Jazz,107,Washington Wizards,104,Box Score,,"15,640",
"Wed, Jan 10, 2018",7:30p,Detroit Pistons,114,Brooklyn Nets,80,Box Score,,"13,457",
"Wed, Jan 10, 2018",7:30p,Chicago Bulls,122,New York Knicks,119,Box Score,2OT,"19,812",
"Wed, Jan 10, 2018",8:00p,Portland Trail Blazers,112,Houston Rockets,121,Box Score,,"18,055",
"Wed, Jan 10, 2018",8:00p,New Orleans Pelicans,102,Memphis Grizzlies,105,Box Score,,"14,312",
"Wed, Jan 10, 2018",8:00p,Orlando Magic,103,Milwaukee Bucks,110,Box Score,,"14,543",
"Wed, Jan 10, 2018",8:00p,Oklahoma City Thunder,88,Minnesota Timberwolves,104,Box Score,,"18,978",
"Wed, Jan 10, 2018",9:00p,Atlanta Hawks,110,Denver Nuggets,97,Box Score,,"14,182",
"Wed, Jan 10, 2018",10:30p,Los Angeles Clippers,125,Golden State Warriors,106,Box Score,,"19,596",
"Thu, Jan 11, 2018",3:00p,Boston Celtics,114,Philadelphia 76ers,103,Box Score,,"19,078",
"Thu, Jan 11, 2018",8:00p,Cleveland Cavaliers,99,Toronto Raptors,133,Box Score,,"19,923",
"Thu, Jan 11, 2018",10:00p,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,"17,583",
"Thu, Jan 11, 2018",10:30p,San Antonio Spurs,81,Los Angeles Lakers,93,Box Score,,"18,997",
"Fri, Jan 12, 2018",7:00p,Utah Jazz,88,Charlotte Hornets,99,Box Score,,"14,848",
"Fri, Jan 12, 2018",7:00p,Cleveland Cavaliers,95,Indiana Pacers,97,Box Score,,"17,923",
"Fri, Jan 12, 2018",7:00p,Orlando Magic,119,Washington Wizards,125,Box Score,,"18,171",
"Fri, Jan 12, 2018",7:30p,Brooklyn Nets,110,Atlanta Hawks,105,Box Score,,"13,093",
"Fri, Jan 12, 2018",8:00p,Golden State Warriors,108,Milwaukee Bucks,94,Box Score,,"18,717",
"Fri, Jan 12, 2018",8:00p,New York Knicks,108,Minnesota Timberwolves,118,Box Score,,"18,978",
"Fri, Jan 12, 2018",8:00p,Portland Trail Blazers,113,New Orleans Pelicans,119,Box Score,,"17,003",
"Fri, Jan 12, 2018",9:00p,Memphis Grizzlies,78,Denver Nuggets,87,Box Score,,"15,607",
"Fri, Jan 12, 2018",10:30p,Houston Rockets,112,Phoenix Suns,95,Box Score,,"18,055",
"Sat, Jan 13, 2018",2:00p,Los Angeles Lakers,107,Dallas Mavericks,101,Box Score,OT,"20,209",
"Sat, Jan 13, 2018",3:30p,Sacramento Kings,105,Los Angeles Clippers,126,Box Score,,"16,656",
"Sat, Jan 13, 2018",5:00p,Oklahoma City Thunder,101,Charlotte Hornets,91,Box Score,,"19,624",
"Sat, Jan 13, 2018",7:00p,Brooklyn Nets,113,Washington Wizards,119,Box Score,OT,"18,354",
"Sat, Jan 13, 2018",7:30p,Golden State Warriors,127,Toronto Raptors,125,Box Score,,"20,078",
"Sat, Jan 13, 2018",8:00p,Detroit Pistons,105,Chicago Bulls,107,Box Score,,"21,613",
"Sat, Jan 13, 2018",8:30p,Denver Nuggets,80,San Antonio Spurs,112,Box Score,,"18,418",
"Sun, Jan 14, 2018",1:00p,Milwaukee Bucks,79,Miami Heat,97,Box Score,,"19,600",
"Sun, Jan 14, 2018",3:30p,New Orleans Pelicans,123,New York Knicks,118,Box Score,OT,"19,812",
"Sun, Jan 14, 2018",8:00p,Indiana Pacers,120,Phoenix Suns,97,Box Score,,"17,091",
"Sun, Jan 14, 2018",9:00p,Portland Trail Blazers,103,Minnesota Timberwolves,120,Box Score,,"14,739",
"Mon, Jan 15, 2018",12:30p,Charlotte Hornets,118,Detroit Pistons,107,Box Score,,"17,200",
"Mon, Jan 15, 2018",1:00p,Toronto Raptors,111,Philadelphia 76ers,117,Box Score,,"20,637",
"Mon, Jan 15, 2018",2:00p,Milwaukee Bucks,104,Washington Wizards,95,Box Score,,"19,607",
"Mon, Jan 15, 2018",3:00p,San Antonio Spurs,99,Atlanta Hawks,102,Box Score,,"15,806",
"Mon, Jan 15, 2018",3:00p,New York Knicks,119,Brooklyn Nets,104,Box Score,,"17,732",
"Mon, Jan 15, 2018",3:30p,Miami Heat,111,Chicago Bulls,119,Box Score,,"20,546",
"Mon, Jan 15, 2018",5:30p,Los Angeles Lakers,114,Memphis Grizzlies,123,Box Score,,"17,794",
"Mon, Jan 15, 2018",8:00p,Golden State Warriors,118,Cleveland Cavaliers,108,Box Score,,"20,562",
"Mon, Jan 15, 2018",8:00p,Sacramento Kings,88,Oklahoma City Thunder,95,Box Score,,"18,203",
"Mon, Jan 15, 2018",9:00p,Indiana Pacers,109,Utah Jazz,94,Box Score,,"18,306",
"Mon, Jan 15, 2018",10:30p,Houston Rockets,102,Los Angeles Clippers,113,Box Score,,"17,622",
"Tue, Jan 16, 2018",7:00p,Minnesota Timberwolves,102,Orlando Magic,108,Box Score,,"18,589",
"Tue, Jan 16, 2018",7:30p,New Orleans Pelicans,116,Boston Celtics,113,Box Score,OT,"18,624",
"Tue, Jan 16, 2018",9:00p,Dallas Mavericks,102,Denver Nuggets,105,Box Score,,"14,097",
"Tue, Jan 16, 2018",10:00p,Phoenix Suns,111,Portland Trail Blazers,118,Box Score,,"18,604",
"Wed, Jan 17, 2018",7:00p,Washington Wizards,109,Charlotte Hornets,133,Box Score,,"11,528",
"Wed, Jan 17, 2018",7:30p,New Orleans Pelicans,93,Atlanta Hawks,94,Box Score,,"10,894",
"Wed, Jan 17, 2018",7:30p,San Antonio Spurs,100,Brooklyn Nets,95,Box Score,,"15,425",
"Wed, Jan 17, 2018",7:30p,Detroit Pistons,91,Toronto Raptors,96,Box Score,,"19,800",
"Wed, Jan 17, 2018",8:00p,Golden State Warriors,119,Chicago Bulls,112,Box Score,,"21,372",
"Wed, Jan 17, 2018",8:00p,New York Knicks,99,Memphis Grizzlies,105,Box Score,,"12,885",
"Wed, Jan 17, 2018",8:00p,Miami Heat,106,Milwaukee Bucks,101,Box Score,,"16,695",
"Wed, Jan 17, 2018",8:00p,Los Angeles Lakers,90,Oklahoma City Thunder,114,Box Score,,"18,203",
"Wed, Jan 17, 2018",10:00p,Utah Jazz,120,Sacramento Kings,105,Box Score,,"17,583",
"Wed, Jan 17, 2018",10:30p,Denver Nuggets,104,Los Angeles Clippers,109,Box Score,,"15,043",
"Thu, Jan 18, 2018",7:00p,Philadelphia 76ers,89,Boston Celtics,80,Box Score,,"18,624",
"Thu, Jan 18, 2018",7:00p,Orlando Magic,103,Cleveland Cavaliers,104,Box Score,,"20,562",
"Thu, Jan 18, 2018",9:30p,Minnesota Timberwolves,98,Houston Rockets,116,Box Score,,"18,055",
"Thu, Jan 18, 2018",10:00p,Indiana Pacers,86,Portland Trail Blazers,100,Box Score,,"19,071",
"Fri, Jan 19, 2018",7:00p,San Antonio Spurs,83,Toronto Raptors,86,Box Score,,"19,800",
"Fri, Jan 19, 2018",7:30p,Miami Heat,95,Brooklyn Nets,101,Box Score,,"17,732",
"Fri, Jan 19, 2018",8:00p,Washington Wizards,122,Detroit Pistons,112,Box Score,,"14,744",
"Fri, Jan 19, 2018",8:00p,Sacramento Kings,88,Memphis Grizzlies,106,Box Score,,"16,831",
"Fri, Jan 19, 2018",9:00p,Phoenix Suns,108,Denver Nuggets,100,Box Score,,"15,732",
"Fri, Jan 19, 2018",10:30p,Indiana Pacers,86,Los Angeles Lakers,99,Box Score,,"18,997",
"Fri, Jan 19, 2018",10:30p,New York Knicks,117,Utah Jazz,115,Box Score,,"18,306",
"Sat, Jan 20, 2018",3:30p,Oklahoma City Thunder,148,Cleveland Cavaliers,124,Box Score,,"20,562",
"Sat, Jan 20, 2018",5:00p,Chicago Bulls,113,Atlanta Hawks,97,Box Score,,"15,597",
"Sat, Jan 20, 2018",7:00p,Miami Heat,106,Charlotte Hornets,105,Box Score,,"18,687",
"Sat, Jan 20, 2018",7:00p,Memphis Grizzlies,104,New Orleans Pelicans,111,Box Score,,"18,212",
"Sat, Jan 20, 2018",7:30p,Milwaukee Bucks,94,Philadelphia 76ers,116,Box Score,,"20,826",
"Sat, Jan 20, 2018",8:30p,Golden State Warriors,108,Houston Rockets,116,Box Score,,"18,055",
"Sat, Jan 20, 2018",9:00p,Toronto Raptors,109,Minnesota Timberwolves,115,Box Score,,"17,828",
"Sat, Jan 20, 2018",9:00p,Los Angeles Clippers,113,Utah Jazz,125,Box Score,,"18,306",
"Sat, Jan 20, 2018",10:00p,Dallas Mavericks,108,Portland Trail Blazers,117,Box Score,,"19,464",
"Sun, Jan 21, 2018",1:00p,Orlando Magic,103,Boston Celtics,95,Box Score,,"18,624",
"Sun, Jan 21, 2018",3:30p,New York Knicks,107,Los Angeles Lakers,127,Box Score,,"18,997",
"Sun, Jan 21, 2018",4:00p,Brooklyn Nets,101,Detroit Pistons,100,Box Score,,"17,554",
"Sun, Jan 21, 2018",7:00p,Indiana Pacers,94,San Antonio Spurs,86,Box Score,,"18,418",
"Mon, Jan 22, 2018",7:00p,Sacramento Kings,107,Charlotte Hornets,112,Box Score,,"11,806",
"Mon, Jan 22, 2018",7:30p,Utah Jazz,90,Atlanta Hawks,104,Box Score,,"11,096",
"Mon, Jan 22, 2018",8:00p,Miami Heat,90,Houston Rockets,99,Box Score,,"18,055",
"Mon, Jan 22, 2018",8:00p,Philadelphia 76ers,101,Memphis Grizzlies,105,Box Score,,"14,288",
"Mon, Jan 22, 2018",8:00p,Phoenix Suns,105,Milwaukee Bucks,109,Box Score,,"14,766",
"Mon, Jan 22, 2018",8:00p,Chicago Bulls,128,New Orleans Pelicans,132,Box Score,2OT,"17,101",
"Mon, Jan 22, 2018",8:30p,Washington Wizards,75,Dallas Mavericks,98,Box Score,,"19,328",
"Mon, Jan 22, 2018",9:00p,Portland Trail Blazers,101,Denver Nuggets,104,Box Score,,"14,474",
"Mon, Jan 22, 2018",10:30p,Minnesota Timberwolves,126,Los Angeles Clippers,118,Box Score,,"16,347",
"Tue, Jan 23, 2018",7:00p,Sacramento Kings,105,Orlando Magic,99,Box Score,,"18,846",
"Tue, Jan 23, 2018",8:00p,Brooklyn Nets,108,Oklahoma City Thunder,109,Box Score,,"18,203",
"Tue, Jan 23, 2018",8:00p,Cleveland Cavaliers,102,San Antonio Spurs,114,Box Score,,"18,418",
"Tue, Jan 23, 2018",10:30p,New York Knicks,112,Golden State Warriors,123,Box Score,,"19,596",
"Tue, Jan 23, 2018",10:30p,Boston Celtics,107,Los Angeles Lakers,108,Box Score,,"18,997",
"Wed, Jan 24, 2018",7:00p,New Orleans Pelicans,101,Charlotte Hornets,96,Box Score,,"14,588",
"Wed, Jan 24, 2018",7:00p,Utah Jazz,98,Detroit Pistons,95,Box Score,OT,"15,682",
"Wed, Jan 24, 2018",7:00p,Phoenix Suns,101,Indiana Pacers,116,Box Score,,"14,060",
"Wed, Jan 24, 2018",7:00p,Chicago Bulls,101,Philadelphia 76ers,115,Box Score,,"20,547",
"Wed, Jan 24, 2018",7:30p,Toronto Raptors,108,Atlanta Hawks,93,Box Score,,"12,780",
"Wed, Jan 24, 2018",8:00p,Houston Rockets,104,Dallas Mavericks,97,Box Score,,"19,378",
"Wed, Jan 24, 2018",8:00p,San Antonio Spurs,108,Memphis Grizzlies,85,Box Score,,"15,812",
"Wed, Jan 24, 2018",10:00p,Minnesota Timberwolves,114,Portland Trail Blazers,123,Box Score,,"18,920",
"Wed, Jan 24, 2018",10:30p,Boston Celtics,113,Los Angeles Clippers,102,Box Score,,"19,430",
"Thu, Jan 25, 2018",7:30p,Sacramento Kings,89,Miami Heat,88,Box Score,,"19,600",
"Thu, Jan 25, 2018",8:00p,Washington Wizards,112,Oklahoma City Thunder,121,Box Score,,"18,203",
"Thu, Jan 25, 2018",9:00p,New York Knicks,118,Denver Nuggets,130,Box Score,,"15,482",
"Thu, Jan 25, 2018",10:30p,Minnesota Timberwolves,113,Golden State Warriors,126,Box Score,,"19,596",
"Fri, Jan 26, 2018",7:00p,Atlanta Hawks,110,Charlotte Hornets,121,Box Score,,"15,479",
"Fri, Jan 26, 2018",7:30p,Indiana Pacers,108,Cleveland Cavaliers,115,Box Score,,"20,562",
"Fri, Jan 26, 2018",7:30p,Utah Jazz,97,Toronto Raptors,93,Box Score,,"19,800",
"Fri, Jan 26, 2018",8:00p,Los Angeles Lakers,108,Chicago Bulls,103,Box Score,,"21,827",
"Fri, Jan 26, 2018",8:00p,Los Angeles Clippers,109,Memphis Grizzlies,100,Box Score,,"16,369",
"Fri, Jan 26, 2018",8:00p,Brooklyn Nets,91,Milwaukee Bucks,116,Box Score,,"18,717",
"Fri, Jan 26, 2018",8:00p,Houston Rockets,113,New Orleans Pelicans,115,Box Score,,"17,186",
"Fri, Jan 26, 2018",8:30p,Portland Trail Blazers,107,Dallas Mavericks,93,Box Score,,"19,876",
"Fri, Jan 26, 2018",8:30p,Philadelphia 76ers,97,San Antonio Spurs,78,Box Score,,"18,418",
"Fri, Jan 26, 2018",9:00p,New York Knicks,107,Phoenix Suns,85,Box Score,,"17,068",
"Sat, Jan 27, 2018",5:00p,Oklahoma City Thunder,121,Detroit Pistons,108,Box Score,,"20,491",
"Sat, Jan 27, 2018",7:00p,Orlando Magic,112,Indiana Pacers,114,Box Score,,"17,923",
"Sat, Jan 27, 2018",7:30p,Washington Wizards,129,Atlanta Hawks,104,Box Score,,"15,843",
"Sat, Jan 27, 2018",7:30p,Charlotte Hornets,91,Miami Heat,95,Box Score,,"19,600",
"Sat, Jan 27, 2018",8:30p,Boston Celtics,105,Golden State Warriors,109,Box Score,,"19,596",
"Sat, Jan 27, 2018",9:00p,Dallas Mavericks,89,Denver Nuggets,91,Box Score,,"19,520",
"Sat, Jan 27, 2018",9:00p,Brooklyn Nets,97,Minnesota Timberwolves,111,Box Score,,"16,231",
"Sun, Jan 28, 2018",3:30p,Milwaukee Bucks,110,Chicago Bulls,96,Box Score,,"21,630",
"Sun, Jan 28, 2018",3:30p,Phoenix Suns,102,Houston Rockets,113,Box Score,,"18,055",
"Sun, Jan 28, 2018",4:00p,Los Angeles Clippers,112,New Orleans Pelicans,103,Box Score,,"16,378",
"Sun, Jan 28, 2018",6:00p,Detroit Pistons,104,Cleveland Cavaliers,121,Box Score,,"20,562",
"Sun, Jan 28, 2018",6:00p,Philadelphia 76ers,112,Oklahoma City Thunder,122,Box Score,,"18,202",
"Sun, Jan 28, 2018",6:00p,Los Angeles Lakers,111,Toronto Raptors,123,Box Score,,"19,800",
"Sun, Jan 28, 2018",7:00p,Sacramento Kings,98,San Antonio Spurs,113,Box Score,,"18,418",
"Mon, Jan 29, 2018",7:00p,Charlotte Hornets,96,Indiana Pacers,105,Box Score,,"14,225",
"Mon, Jan 29, 2018",7:30p,Minnesota Timberwolves,100,Atlanta Hawks,105,Box Score,,"12,589",
"Mon, Jan 29, 2018",8:00p,Phoenix Suns,109,Memphis Grizzlies,120,Box Score,,"13,202",
"Mon, Jan 29, 2018",8:00p,Philadelphia 76ers,95,Milwaukee Bucks,107,Box Score,,"14,126",
"Mon, Jan 29, 2018",8:30p,Miami Heat,95,Dallas Mavericks,88,Box Score,,"19,555",
"Mon, Jan 29, 2018",9:00p,Boston Celtics,111,Denver Nuggets,110,Box Score,,"19,520",
"Tue, Jan 30, 2018",7:00p,Oklahoma City Thunder,96,Washington Wizards,102,Box Score,,"20,356",
"Tue, Jan 30, 2018",7:30p,Brooklyn Nets,95,New York Knicks,111,Box Score,,"19,505",
"Tue, Jan 30, 2018",7:30p,Minnesota Timberwolves,104,Toronto Raptors,109,Box Score,,"19,800",
"Tue, Jan 30, 2018",8:00p,Cleveland Cavaliers,114,Detroit Pistons,125,Box Score,,"18,508",
"Tue, Jan 30, 2018",8:00p,Orlando Magic,107,Houston Rockets,114,Box Score,,"18,055",
"Tue, Jan 30, 2018",8:00p,Sacramento Kings,114,New Orleans Pelicans,103,Box Score,,"14,292",
"Tue, Jan 30, 2018",8:30p,Denver Nuggets,104,San Antonio Spurs,106,Box Score,,"18,418",
"Tue, Jan 30, 2018",9:00p,Golden State Warriors,99,Utah Jazz,129,Box Score,,"18,306",
